,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4
60,136287022171.86375,1045.4688808042524,-0.809539837390137,-0.0001470503575775053,-4.136886315589131e-07,-6.698168914497943e-07,-9.041962854352483e-07,-1.5394581413714027e-06
61,168230531544.95813,958.5211740873937,-0.6229430171266632,-0.00016934903474468842,-5.382812987087e-07,-8.391879503944668e-07,-1.115106901104923e-06,-1.862892440598266e-06
62,97691653383.42752,916.1319897856465,-1.9468105094034909,-9.068651941784246e-05,-1.4163672262939205e-07,-3.654918808427405e-07,-5.59320965513265e-07,-1.0707703765849907e-06
63,132338386954.32956,2037.8096554155372,-0.0028992835285546192,-0.00019881154076324548,-4.960270039876845e-07,-7.077636559889962e-07,-9.05817896233941e-07,-1.4518983220316027e-06
64,73775607204.72612,2700.0320432160015,-0.04246533017688603,-0.00012985072794856792,-2.7018480513213715e-07,-3.8448916081608606e-07,-4.910158880222414e-07,-7.834115812435627e-07
65,49576856189.08549,2080.603304204268,-0.9087955122951357,-7.953539926526602e-05,-1.412707722522892e-07,-2.300012530930975e-07,-3.108271623289425e-07,-5.289191524650801e-07
66,275431193433.68274,2564.2852815802717,-0.8341357934378815,-0.0002975914163692369,-7.010771238817231e-07,-1.101703839232082e-06,-1.4699247374039752e-06,-2.4720736952868253e-06
67,72442815325.46312,2022.9587375274577,-0.0028677271989347997,-0.00012873066324366195,-2.840335587452886e-07,-4.057991010808444e-07,-5.194508394469922e-07,-8.320042857394908e-07
68,225660633660.86417,1919.8838340970688,-0.23457301424837396,-0.00026839635027553125,-7.47119851939863e-07,-1.08894767835812e-06,-1.4069452010814524e-06,-2.279476303024703e-06
69,117072343270.40157,397.92871485201056,-1.3681472471206897,-7.754483392015275e-05,-2.8982710142151357e-07,-5.464471271430272e-07,-7.724346215244331e-07,-1.3673174190509499e-06
70,94259306843.75069,325.4268796072957,-0.9640849907551143,-6.651168457735332e-05,-3.090092595167406e-07,-5.199301108536077e-07,-7.091176500463531e-07,-1.2124138783412223e-06
71,76065072205.24982,2220.0209212578893,-1.1711540969590133,-0.0001041813404336724,-1.8590462181959506e-07,-3.206365007521881e-07,-4.427832333870151e-07,-7.719672049830292e-07
72,59628985796.85833,658.0027650131476,-1.1639404700224298,-7.58290385708632e-05,-1.7918371418291215e-07,-3.21994702346426e-07,-4.51214290554373e-07,-7.993766866099204e-07
73,137098065059.146,925.4566509901705,-0.3146358228163384,-0.00015465870010458442,-5.10112871001448e-07,-7.621839475617379e-07,-9.954161211555902e-07,-1.632121901974972e-06
74,43123018968.793106,2135.978212847652,-1.1338086415857516,-6.697914646641316e-05,-1.102692291124028e-07,-1.883887783509595e-07,-2.5886961511024565e-07,-4.4774102583712136e-07
75,191009553622.1072,1515.6833820557574,-1.001562043125456,-0.00019654580034565873,-4.906447483466433e-07,-8.159449259193874e-07,-1.1123845222146819e-06,-1.9139790351557296e-06
76,108653230574.60915,2553.4058720067105,-0.045656011387779305,-0.00017316893516145047,-3.939978181323056e-07,-5.620679957448962e-07,-7.190936158463657e-07,-1.1514604391089482e-06
77,86346845289.99026,1789.4694027357739,-1.187476847805497,-0.00011204293027497803,-2.1409280365170936e-07,-3.748868566208369e-07,-5.207457109462182e-07,-9.143600306032012e-07
78,154166616663.5679,410.5328623341892,-0.30141937262287133,-0.00010933368516596562,-5.888987809544166e-07,-8.705866876282006e-07,-1.1273342523715708e-06,-1.8159533506256916e-06
